4.39168,4.01786,4.88496,5.20094,5.08343,4.41301,4.0673,2.90099,2.44508,2.59543,2.49991,2.51168,2.30183,2.28768,2.21526,1.98116,1.68352,1.73717,1.70331,1.73011,1.67184,2.06486,2.90959,2.61577,3.17053,2.13302,1.68046,1.94483,2.07017,2.55142,1.99734,1.81739,1.53699,1.71128,1.55913,1.11147,1.10733,0.968622,1.26714,1.19133,1.11943,1.29922,1.68229,1.33164,2.37179,2.75845,3.76477,3.91938,3.94572,4.26238,4.8209,3.57325,3.1793,2.6133,2.41886,2.35656,1.91201,1.23879,1.4509,1.80727,1.85009,2.162,2.25213,2.59955,3.35138,3.17841,2.59606,2.39327,3.18242,4.13307,4.687,3.21522,4.07243,2.37391,2.86842,2.16046,2.31938,1.87345,1.65711,0.969213,1.31741,1.23176,1.45755,2.56526,1.74897,1.87005,1.92475,1.01619,1.24479,1.23816,1.36368,1.75412,2.42287,1.12841,0.543889,0.408764,0.0691767,0.0171176,0.0165409,0.000256134,0
4.39168,4.67258,4.47301,3.80302,3.0331,2.42547,2.45719,2.36907,3.26214,2.81684,2.37702,2.11962,1.91405,2.39004,1.57541,1.54638,1.52109,1.20136,1.40511,1.52261,1.27834,1.35501,1.31621,1.22925,1.18806,1.47207,1.94956,2.56816,1.51139,1.9272,2.8927,2.5056,2.37339,2.06508,2.36368,2.32386,2.46633,2.24781,2.83434,3.01775,2.73216,2.74392,3.92185,4.5339,4.17159,3.44955,3.91531,4.73695,4.25946,2.53858,2.74507,3.28704,3.58249,4.0508,3.38198,3.62638,5.1368,4.61667,4.03957,4.31178,4.27932,4.67995,4.69368,4.81841,4.63431,3.65126,4.43332,4.48407,4.53865,4.27521,5.13016,6.30869,7.06777,8.58881,6.09306,4.79584,3.75468,2.99456,1.15422,0.954263,0.90325,0.527819,0.391378,0.564609,0.774469,0.271518,0.303303,0.290295,0.860552,0.338243,0.407082,0.454673,0.385172,0.580914,0.442175,0.100079,0.24287,0.241189,0.387825,0.00414997,0
4.39168,5.39417,5.18674,3.94615,4.23636,4.42404,4.62877,4.51492,5.61481,7.41742,6.82962,5.96583,4.57719,4.4723,3.41099,2.67584,3.36859,2.72973,2.23368,1.86995,1.68708,1.98445,1.69172,1.81731,1.97042,1.32639,1.1646,0.79177,0.813037,0.662645,0.626562,0.528345,0.854261,0.556649,0.740989,0.524873,0.530682,0.537832,0.301014,0.323415,0.266768,0.34527,0.318232,0.441423,0.285795,0.243318,0.267827,0.198523,0.0913109,0.0512012,0.0669408,0.0439798,0.0304625,0.0596011,0.047963,0.0219976,0.0262101,0.0260587,0.0264052,0.0627596,0.0469901,0.0892524,0.063419,0.0605404,0.0488877,0.0316836,0.020706,0.01571,0.0249657,0.0162144,0.0105076,0.0299393,0.0350887,0.0255458,0.023193,0.112761,0.216219,0.310967,0.434434,0.469529,0.681001,0.822601,0.842116,0.491857,0.564026,0.651784,0.742,1.15284,1.3978,0.753754,0.455604,0.216052,0.158651,0.0825726,0.16051,0.0188581,0.0665581,0.00448279,0.00990205,3.07511e-06,0
4.39168,5.28158,4.51385,4.43589,4.71319,5.71079,4.07905,5.20279,6.69348,7.01476,6.43089,5.1419,5.49453,6.3561,6.48863,5.50859,6.11553,6.7944,5.98774,4.19793,4.61037,4.52573,2.93954,2.75731,2.44289,2.90087,2.66011,2.76774,2.7929,1.36128,0.979323,1.55589,1.94491,2.02061,1.85317,2.57181,2.71009,2.95159,3.45545,3.46068,3.46277,3.18412,2.34122,2.19544,2.6112,1.99032,1.97826,1.36782,1.49549,1.39874,1.47268,1.87089,1.17392,1.8328,1.72652,1.34603,1.91454,1.38257,1.08075,0.927628,0.540983,0.260107,0.415583,0.518123,0.661521,0.808524,0.93091,1.14106,0.766179,0.285595,0.211517,0.133352,0.125205,0.0987975,0.172389,0.189356,0.176484,0.151796,0.118377,0.0567045,0.080326,0.0376358,0.0191297,0.00888528,0.0203637,0.00973922,0.00628057,0.00214494,0.000966833,0.000154549,0.000130572,2.35689e-05,6.58233e-07,5.74873e-09,3.90361e-11,1.59727e-15,1.47555e-19,1.76001e-29,3.67422e-36,7.99605e-73,0
4.39168,5.5467,6.35321,6.4487,5.462,5.20055,6.38728,6.26833,7.53537,6.92622,8.08234,8.32277,7.80106,7.99599,8.202,9.97078,10.9185,11.1048,12.1276,13.3588,12.4605,10.6681,9.69404,8.9071,8.13886,7.20275,7.67627,8.00238,7.52333,7.49271,7.36867,8.71561,8.04637,9.07921,10.7045,11.2264,10.339,7.2014,8.4985,9.17357,9.20681,9.43038,11.0522,13.309,13.4675,12.1578,14.7097,15.271,15.0932,16.4942,13.4132,13.7383,14.7442,16.3187,16.0694,18.1262,17.2815,17.5003,16.4519,14.5046,16.0144,12.9721,16.2723,12.6099,15.0188,12.0985,12.9696,11.5098,14.1618,12.9005,14.6691,14.7385,15.3435,15.4743,14.5482,15.618,13.337,11.186,10.386,10.4474,11.258,7.8482,6.18546,4.61246,3.56876,3.4557,5.67518,5.78804,4.34776,3.82435,2.89194,2.9899,3.24706,3.1815,3.15217,3.00731,5.18083,5.46022,5.66104,5.24273,6.04212
4.39168,4.97722,4.69997,4.52002,3.93321,4.26827,3.76082,3.86913,4.60936,4.00117,4.02208,3.2853,2.88989,2.67408,1.75223,2.58873,2.42777,2.65832,3.45195,4.29865,5.84978,6.77285,4.99361,4.74294,5.26394,5.7279,4.5551,4.50846,3.10476,2.41676,2.11032,2.06565,2.58277,3.03704,3.10614,3.34491,3.30704,3.63583,4.16958,5.57192,5.79842,5.68497,6.85675,7.50556,6.50138,8.32513,8.55264,9.46955,10.7463,9.54202,9.53146,10.1358,9.843,11.5362,9.0988,6.69731,9.11996,9.39487,7.56551,7.84747,7.10833,5.91566,5.79822,6.25911,7.73582,9.69974,8.88707,7.2155,6.55635,6.94162,7.13035,7.99559,8.69201,9.34345,10.086,9.03759,8.17703,8.49183,9.56374,7.02903,8.13867,11.0392,10.2062,10.6709,11.5791,15.3925,16.6849,13.801,17.39,14.4162,12.2479,12.3509,11.0382,8.38932,8.79208,7.4914,4.42997,6.1232,7.66399,7.62042,10.5482
4.39168,4.92548,5.17923,4.79526,4.15894,4.56388,4.51137,5.68077,4.92676,4.96332,3.48466,3.0333,4.48444,4.49505,6.81728,5.88334,5.46431,6.64021,6.4887,6.48522,6.9375,8.64104,9.01389,10.3747,10.7581,10.5944,8.8159,8.33353,6.73589,7.51785,7.03771,6.74059,8.33469,9.04356,9.82751,11.3499,11.0814,10.2293,9.60738,9.17421,8.62973,8.13058,9.2281,8.6217,7.73851,6.55909,8.0632,6.28342,6.93576,6.06706,7.42655,7.9434,6.82184,6.55804,3.89194,2.76149,3.22216,3.29265,2.28428,2.51064,2.08003,2.6246,2.15988,1.66438,1.05062,1.04157,1.1497,1.09995,1.1235,1.52222,1.54546,0.971981,0.623011,0.386893,0.150927,0.0673094,0.108363,0.0708326,0.0442054,0.135729,0.096319,0.154746,0.200719,0.0649719,0.166909,0.166486,0.65587,0.254211,0.216515,0.484262,0.270161,0.181141,0.123092,0.100126,0.0510388,0.0541097,0.0337264,0.101923,0.193989,0.033856,0
4.39168,3.50868,3.49851,4.06298,3.06376,3.12768,3.62536,3.86021,4.96573,5.25134,6.22709,5.32913,5.09038,4.87114,4.41282,4.93301,5.98354,6.72472,7.00677,7.23164,7.72969,8.9139,7.2848,8.38011,7.86154,7.14599,8.34426,7.92535,8.94327,9.21594,8.77625,8.79353,9.09761,8.92794,7.40097,4.74782,6.71934,7.78802,8.74327,8.16797,6.66,8.63972,7.45888,8.74123,10.0897,11.8442,11.9967,13.9929,13.9658,12.9047,12.6635,12.6143,15.4103,13.924,12.5087,13.7924,12.3609,15.9746,15.8008,16.2298,18.2771,17.3969,19.892,18.09,14.8234,14.4419,14.6803,14.4626,15.8588,18.5029,19.8768,20.9191,20.6876,20.4637,17.1914,17.4585,15.2354,15.6471,16.0705,20.2432,19.3483,16.8741,14.5741,13.3295,16.2525,20.4801,18.6991,17.599,19.4421,23.1273,23.565,26.0881,27.479,29.3644,31.0213,31.0614,31.1601,32.6943,33.2694,33.5427,32.9641
4.39168,4.16765,5.98118,4.9874,4.70547,4.18847,4.56779,4.00298,3.40475,3.27159,3.69285,4.07,3.63207,3.56598,3.742,5.20279,6.33611,5.2336,7.60555,6.74235,7.69747,7.7518,6.46059,4.67649,4.88582,5.94373,6.3497,8.35646,10.3193,10.4782,10.2075,11.4819,8.47244,7.2489,6.04496,5.61478,5.02189,7.39755,5.83648,5.19622,4.60896,4.36468,4.46042,5.91696,5.75423,5.71043,5.25675,5.95328,7.60706,8.35464,8.02366,8.54773,8.17915,7.02652,5.38042,5.89471,6.06956,6.93172,6.16412,5.96617,6.57323,6.00896,5.44159,5.2685,5.74959,6.21917,6.83894,5.37842,5.83926,8.88798,9.1073,6.77994,11.1079,8.33206,7.38651,10.5375,9.16767,6.01744,3.98388,3.7473,3.50664,3.37758,3.52853,3.5837,2.71959,1.89747,1.42411,1.37417,1.31551,1.81667,2.3931,4.33744,4.44103,5.96314,8.72476,8.9946,9.94434,9.29617,8.84217,8.39441,7.12869
4.39168,4.76353,4.12239,4.03814,4.68809,4.55744,4.68895,5.28594,4.66445,3.43038,3.78304,3.24718,3.07027,2.70787,2.50094,2.33084,2.28681,2.7659,2.57054,2.2298,2.44845,2.65342,2.36608,2.08068,2.26185,3.14328,2.98456,4.11563,3.69229,4.87412,5.75304,5.57415,5.01245,5.94137,5.50756,6.13282,5.57989,5.50412,6.08825,6.1576,7.43756,6.8793,7.74087,8.55014,7.67784,7.9225,8.3951,10.3091,9.82623,8.30918,6.98105,7.92145,9.04349,8.64775,9.06772,11.3803,12.1004,9.67445,13.285,12.5148,11.854,8.28047,10.445,10.0504,10.77,13.0461,15.7365,13.0505,13.636,12.8598,11.9184,13.7782,11.5749,14.7833,12.2984,11.6562,14.912,14.7842,15.3625,17.6482,19.3186,20.2096,20.7103,21.5542,20.3791,18.6626,18.9798,18.2737,18.2605,16.1337,15.0283,13.6226,13.7455,15.6925,14.8435,13.0775,14.2228,14.4763,15.1277,17.6628,20.845
